INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID1', '익명작성자1', '익명타이틀1', '익명게시판본문1', 11, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID207', '질문작성자207', '질문타이틀207', '질문게시판본문207', 207207, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID208', '질문작성자208', '질문타이틀208', '질문게시판본문208', 208208, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID209', '질문작성자209', '질문타이틀209', '질문게시판본문209', 209209, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID210', '질문작성자210', '질문타이틀210', '질문게시판본문210', 210210, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID211', '질문작성자211', '질문타이틀211', '질문게시판본문211', 211211, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID212', '질문작성자212', '질문타이틀212', '질문게시판본문212', 212212, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID213', '질문작성자213', '질문타이틀213', '질문게시판본문213', 213213, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID214', '질문작성자214', '질문타이틀214', '질문게시판본문214', 214214, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID215', '질문작성자215', '질문타이틀215', '질문게시판본문215', 215215, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID216', '질문작성자216', '질문타이틀216', '질문게시판본문216', 216216, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID217', '질문작성자217', '질문타이틀217', '질문게시판본문217', 217217, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID218', '질문작성자218', '질문타이틀218', '질문게시판본문218', 218218, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID219', '질문작성자219', '질문타이틀219', '질문게시판본문219', 219219, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID220', '질문작성자220', '질문타이틀220', '질문게시판본문220', 220220, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID221', '질문작성자221', '질문타이틀221', '질문게시판본문221', 221221, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID222', '질문작성자222', '질문타이틀222', '질문게시판본문222', 222222, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID223', '질문작성자223', '질문타이틀223', '질문게시판본문223', 223223, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID224', '질문작성자224', '질문타이틀224', '질문게시판본문224', 224224, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID225', '질문작성자225', '질문타이틀225', '질문게시판본문225', 225225, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID226', '질문작성자226', '질문타이틀226', '질문게시판본문226', 226226, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID227', '질문작성자227', '질문타이틀227', '질문게시판본문227', 227227, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID228', '질문작성자228', '질문타이틀228', '질문게시판본문228', 228228, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID229', '질문작성자229', '질문타이틀229', '질문게시판본문229', 229229, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID230', '질문작성자230', '질문타이틀230', '질문게시판본문230', 230230, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID231', '질문작성자231', '질문타이틀231', '질문게시판본문231', 231231, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID232', '질문작성자232', '질문타이틀232', '질문게시판본문232', 232232, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID233', '질문작성자233', '질문타이틀233', '질문게시판본문233', 233233, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID234', '질문작성자234', '질문타이틀234', '질문게시판본문234', 234234, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID235', '질문작성자235', '질문타이틀235', '질문게시판본문235', 235235, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID236', '질문작성자236', '질문타이틀236', '질문게시판본문236', 236236, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID237', '질문작성자237', '질문타이틀237', '질문게시판본문237', 237237, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID238', '질문작성자238', '질문타이틀238', '질문게시판본문238', 238238, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID239', '질문작성자239', '질문타이틀239', '질문게시판본문239', 239239, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID240', '질문작성자240', '질문타이틀240', '질문게시판본문240', 240240, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID241', '질문작성자241', '질문타이틀241', '질문게시판본문241', 241241, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID242', '질문작성자242', '질문타이틀242', '질문게시판본문242', 242242, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID243', '질문작성자243', '질문타이틀243', '질문게시판본문243', 243243, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID244', '질문작성자244', '질문타이틀244', '질문게시판본문244', 244244, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID245', '질문작성자245', '질문타이틀245', '질문게시판본문245', 245245, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID246', '질문작성자246', '질문타이틀246', '질문게시판본문246', 246246, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID247', '질문작성자247', '질문타이틀247', '질문게시판본문247', 247247, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID248', '질문작성자248', '질문타이틀248', '질문게시판본문248', 248248, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID249', '질문작성자249', '질문타이틀249', '질문게시판본문249', 249249, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID250', '질문작성자250', '질문타이틀250', '질문게시판본문250', 250250, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID251', '질문작성자251', '질문타이틀251', '질문게시판본문251', 251251, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID252', '질문작성자252', '질문타이틀252', '질문게시판본문252', 252252, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID253', '질문작성자253', '질문타이틀253', '질문게시판본문253', 253253, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID254', '질문작성자254', '질문타이틀254', '질문게시판본문254', 254254, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID255', '질문작성자255', '질문타이틀255', '질문게시판본문255', 255255, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID256', '질문작성자256', '질문타이틀256', '질문게시판본문256', 256256, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID257', '질문작성자257', '질문타이틀257', '질문게시판본문257', 257257, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID258', '질문작성자258', '질문타이틀258', '질문게시판본문258', 258258, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID259', '질문작성자259', '질문타이틀259', '질문게시판본문259', 259259, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID260', '질문작성자260', '질문타이틀260', '질문게시판본문260', 260260, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID261', '질문작성자261', '질문타이틀261', '질문게시판본문261', 261261, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID262', '질문작성자262', '질문타이틀262', '질문게시판본문262', 262262, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID263', '질문작성자263', '질문타이틀263', '질문게시판본문263', 263263, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID264', '질문작성자264', '질문타이틀264', '질문게시판본문264', 264264, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID265', '질문작성자265', '질문타이틀265', '질문게시판본문265', 265265, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID266', '질문작성자266', '질문타이틀266', '질문게시판본문266', 266266, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID267', '질문작성자267', '질문타이틀267', '질문게시판본문267', 267267, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID268', '질문작성자268', '질문타이틀268', '질문게시판본문268', 268268, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID269', '질문작성자269', '질문타이틀269', '질문게시판본문269', 269269, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID270', '질문작성자270', '질문타이틀270', '질문게시판본문270', 270270, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID271', '질문작성자271', '질문타이틀271', '질문게시판본문271', 271271, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID272', '질문작성자272', '질문타이틀272', '질문게시판본문272', 272272, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID273', '질문작성자273', '질문타이틀273', '질문게시판본문273', 273273, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID274', '질문작성자274', '질문타이틀274', '질문게시판본문274', 274274, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID275', '질문작성자275', '질문타이틀275', '질문게시판본문275', 275275, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID276', '질문작성자276', '질문타이틀276', '질문게시판본문276', 276276, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID277', '질문작성자277', '질문타이틀277', '질문게시판본문277', 277277, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID278', '질문작성자278', '질문타이틀278', '질문게시판본문278', 278278, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID279', '질문작성자279', '질문타이틀279', '질문게시판본문279', 279279, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID280', '질문작성자280', '질문타이틀280', '질문게시판본문280', 280280, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID281', '질문작성자281', '질문타이틀281', '질문게시판본문281', 281281, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID282', '질문작성자282', '질문타이틀282', '질문게시판본문282', 282282, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID283', '질문작성자283', '질문타이틀283', '질문게시판본문283', 283283, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID284', '질문작성자284', '질문타이틀284', '질문게시판본문284', 284284, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID285', '질문작성자285', '질문타이틀285', '질문게시판본문285', 285285, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID286', '질문작성자286', '질문타이틀286', '질문게시판본문286', 286286, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID287', '질문작성자287', '질문타이틀287', '질문게시판본문287', 287287, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID288', '질문작성자288', '질문타이틀288', '질문게시판본문288', 288288, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID289', '질문작성자289', '질문타이틀289', '질문게시판본문289', 289289, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID290', '질문작성자290', '질문타이틀290', '질문게시판본문290', 290290, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID291', '질문작성자291', '질문타이틀291', '질문게시판본문291', 291291, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID292', '질문작성자292', '질문타이틀292', '질문게시판본문292', 292292, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID293', '질문작성자293', '질문타이틀293', '질문게시판본문293', 293293, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID294', '질문작성자294', '질문타이틀294', '질문게시판본문294', 294294, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID295', '질문작성자295', '질문타이틀295', '질문게시판본문295', 295295, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID296', '질문작성자296', '질문타이틀296', '질문게시판본문296', 296296, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID297', '질문작성자297', '질문타이틀297', '질문게시판본문297', 297297, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID298', '질문작성자298', '질문타이틀298', '질문게시판본문298', 298298, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID299', '질문작성자299', '질문타이틀299', '질문게시판본문299', 299299, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID300', '질문작성자300', '질문타이틀300', '질문게시판본문300', 300300, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID301', '질문작성자301', '질문타이틀301', '질문게시판본문301', 301301, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID302', '질문작성자302', '질문타이틀302', '질문게시판본문302', 302302, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID303', '질문작성자303', '질문타이틀303', '질문게시판본문303', 303303, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID304', '질문작성자304', '질문타이틀304', '질문게시판본문304', 304304, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID305', '질문작성자305', '질문타이틀305', '질문게시판본문305', 305305, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID306', '질문작성자306', '질문타이틀306', '질문게시판본문306', 306306, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID307', '질문작성자307', '질문타이틀307', '질문게시판본문307', 307307, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID308', '질문작성자308', '질문타이틀308', '질문게시판본문308', 308308, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID309', '질문작성자309', '질문타이틀309', '질문게시판본문309', 309309, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID310', '질문작성자310', '질문타이틀310', '질문게시판본문310', 310310, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID311', '질문작성자311', '질문타이틀311', '질문게시판본문311', 311311, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID312', '질문작성자312', '질문타이틀312', '질문게시판본문312', 312312, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID313', '질문작성자313', '질문타이틀313', '질문게시판본문313', 313313, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID314', '질문작성자314', '질문타이틀314', '질문게시판본문314', 314314, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID315', '질문작성자315', '질문타이틀315', '질문게시판본문315', 315315, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID316', '질문작성자316', '질문타이틀316', '질문게시판본문316', 316316, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID317', '질문작성자317', '질문타이틀317', '질문게시판본문317', 317317, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID318', '질문작성자318', '질문타이틀318', '질문게시판본문318', 318318, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID319', '질문작성자319', '질문타이틀319', '질문게시판본문319', 319319, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID320', '질문작성자320', '질문타이틀320', '질문게시판본문320', 320320, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID321', '질문작성자321', '질문타이틀321', '질문게시판본문321', 321321, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID322', '질문작성자322', '질문타이틀322', '질문게시판본문322', 322322, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID323', '질문작성자323', '질문타이틀323', '질문게시판본문323', 323323, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID324', '질문작성자324', '질문타이틀324', '질문게시판본문324', 324324, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID325', '질문작성자325', '질문타이틀325', '질문게시판본문325', 325325, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID326', '질문작성자326', '질문타이틀326', '질문게시판본문326', 326326, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID327', '질문작성자327', '질문타이틀327', '질문게시판본문327', 327327, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID328', '질문작성자328', '질문타이틀328', '질문게시판본문328', 328328, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID329', '질문작성자329', '질문타이틀329', '질문게시판본문329', 329329, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID330', '질문작성자330', '질문타이틀330', '질문게시판본문330', 330330, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID331', '질문작성자331', '질문타이틀331', '질문게시판본문331', 331331, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID332', '질문작성자332', '질문타이틀332', '질문게시판본문332', 332332, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID333', '질문작성자333', '질문타이틀333', '질문게시판본문333', 333333, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID334', '질문작성자334', '질문타이틀334', '질문게시판본문334', 334334, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID335', '질문작성자335', '질문타이틀335', '질문게시판본문335', 335335, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID336', '질문작성자336', '질문타이틀336', '질문게시판본문336', 336336, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID337', '질문작성자337', '질문타이틀337', '질문게시판본문337', 337337, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID338', '질문작성자338', '질문타이틀338', '질문게시판본문338', 338338, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID339', '질문작성자339', '질문타이틀339', '질문게시판본문339', 339339, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID340', '질문작성자340', '질문타이틀340', '질문게시판본문340', 340340, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID341', '질문작성자341', '질문타이틀341', '질문게시판본문341', 341341, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID342', '질문작성자342', '질문타이틀342', '질문게시판본문342', 342342, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID343', '질문작성자343', '질문타이틀343', '질문게시판본문343', 343343, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID344', '질문작성자344', '질문타이틀344', '질문게시판본문344', 344344, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID345', '질문작성자345', '질문타이틀345', '질문게시판본문345', 345345, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID346', '질문작성자346', '질문타이틀346', '질문게시판본문346', 346346, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID347', '질문작성자347', '질문타이틀347', '질문게시판본문347', 347347, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID348', '질문작성자348', '질문타이틀348', '질문게시판본문348', 348348, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID349', '질문작성자349', '질문타이틀349', '질문게시판본문349', 349349, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID350', '질문작성자350', '질문타이틀350', '질문게시판본문350', 350350, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID351', '질문작성자351', '질문타이틀351', '질문게시판본문351', 351351, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID352', '질문작성자352', '질문타이틀352', '질문게시판본문352', 352352, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID353', '질문작성자353', '질문타이틀353', '질문게시판본문353', 353353, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID354', '질문작성자354', '질문타이틀354', '질문게시판본문354', 354354, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID355', '질문작성자355', '질문타이틀355', '질문게시판본문355', 355355, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID356', '질문작성자356', '질문타이틀356', '질문게시판본문356', 356356, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID357', '질문작성자357', '질문타이틀357', '질문게시판본문357', 357357, 'Q');
